都道府県,総数,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
26,55647,49705,58,1,147,2,5,123,4,72,174,13038,1479,4,0,379,791,69,11,39,11,24664,1891,2,21,4,226,94,4,1,571,100,2194,0,7,42,77,592,80,2714,1,13,2589,3,19,56,21,6,6,18,23,5,53,596,305,15,27,3,40,188,26,20,0,2,5,4,0,0,1,4,53,20,33,12,37,222,0,99,80,48,0,3,463,29,10,0,6,1,3,5,10,0,1,0,7,1,330,3,0,1,3,0,0,0,14,1,0,2,0,8,0,0,4,3,6,1,0,2,23,1,4,0,6,5,3,4,1,1,7,0,18,1,1,6,1,1,12,4,0,0,10,1,7,6,46,98,6,1,4,4,0,1913,1,0,0,320,2,3,11,1,3,3,1,3,12,75,5,1,0,0,0,1,1470,1,0,686,19,99,365,14,26,1,0,12,140,0,3,7,411,287,4,1,1,0,104,0,3,1,2,7,0,0,1,13
27,223025,209103,69,2,577,0,11,230,1,239,394,58050,6350,3,2,1175,2579,173,16,42,11,103078,5059,0,31,1,561,241,6,6,2344,345,7600,0,65,75,173,2212,205,17168,9,0,4017,3,35,35,34,20,8,17,29,4,49,621,289,13,32,6,53,301,30,23,1,1,6,13,0,1,8,2,80,21,80,29,152,448,0,227,82,67,0,12,955,131,42,2,10,0,5,6,21,4,0,0,9,0,846,9,0,1,8,0,1,6,25,0,0,5,0,15,0,1,2,149,5,2,1,4,44,0,4,2,7,10,4,23,4,5,9,2,154,0,2,14,1,0,40,0,0,0,19,2,51,13,45,136,2,4,9,2,4,3835,3,3,1,664,2,13,17,0,3,10,5,3,52,142,1,9,0,0,0,5,2901,0,1,4147,42,154,2521,34,111,16,0,29,1216,0,2,22,1034,777,11,0,5,5,224,0,2,2,2,3,0,0,3,43
28,103505,93168,75,0,401,2,36,116,2,179,225,22844,1980,1,0,1512,1113,62,1,39,7,40775,3061,1,121,20,209,146,1,2,1374,207,4229,0,14,83,130,895,63,13230,10,2,2616,1,20,40,46,9,3,13,39,5,51,342,280,18,15,3,48,148,15,13,0,1,4,5,0,1,5,1,49,39,55,30,57,253,0,113,46,71,1,0,615,84,30,3,6,0,4,1,17,1,0,0,14,1,486,24,0,1,14,0,0,0,11,0,0,3,0,23,0,1,1,36,4,1,0,1,19,1,4,0,2,1,0,27,5,4,11,0,90,1,17,5,0,1,4,0,0,1,34,1,20,18,31,56,5,3,1,1,3,2909,5,1,0,497,3,11,23,0,7,7,1,4,25,67,2,2,1,0,0,8,2245,0,0,3587,48,107,2517,11,38,4,0,39,815,0,2,6,695,498,6,1,1,0,187,0,0,1,0,1,0,0,0,44
29,11528,9932,15,0,140,0,1,49,3,18,65,2982,323,0,0,59,240,20,0,0,0,3454,177,0,9,0,73,14,0,0,190,38,744,0,0,0,15,219,11,1073,0,0,373,0,3,5,7,0,2,2,0,0,3,66,39,1,3,0,7,17,0,1,0,0,1,0,0,0,0,0,4,3,12,2,8,22,0,41,6,16,0,0,89,8,0,0,0,0,0,3,2,0,0,0,0,0,57,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,2,5,0,0,0,0,0,0,1,0,1,0,0,11,0,0,1,0,0,1,0,0,0,4,0,1,1,5,10,0,0,0,0,1,469,0,0,0,67,2,0,6,0,3,0,0,1,4,17,1,0,0,1,0,0,367,0,0,614,9,38,355,4,9,4,0,2,191,0,1,1,81,48,0,0,0,1,29,0,0,0,0,3,0,0,0,2
30,6365,5847,0,0,18,0,0,6,0,25,4,1337,123,0,0,50,187,4,0,2,0,2098,171,0,2,3,29,26,0,0,50,10,760,0,0,5,4,439,8,486,0,0,142,0,0,2,2,1,0,1,0,1,0,16,9,1,1,0,5,6,0,2,0,0,1,0,0,0,0,0,0,3,14,0,3,11,0,5,2,1,0,0,48,6,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,209,0,0,0,30,0,0,0,0,1,0,0,1,4,4,1,1,0,0,0,0,167,0,0,107,2,0,93,0,0,0,0,0,12,0,0,0,41,24,0,0,0,0,16,0,0,0,1,0,0,0,0,2
31,4152,3779,0,0,45,0,0,6,0,52,3,1015,52,0,0,33,117,0,0,1,1,921,118,0,1,0,22,24,0,0,16,30,538,0,0,0,0,93,1,690,0,0,108,0,1,3,0,0,1,1,0,0,2,11,5,3,1,0,6,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,5,23,0,2,1,0,0,0,30,1,1,0,1,0,0,0,2,0,0,0,0,0,75,0,0,1,0,0,0,0,0,0,0,1,0,22,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,24,0,0,0,1,0,1,4,2,6,0,0,1,0,0,141,0,0,0,23,0,0,0,0,1,0,0,1,6,4,0,0,0,0,0,0,106,0,0,26,0,1,21,0,0,0,0,1,3,0,0,0,23,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0
32,7414,4353,21,0,97,0,0,78,0,143,2,1483,31,0,0,15,129,1,0,0,1,671,65,0,2,0,17,21,0,0,29,1,848,0,0,0,1,60,0,637,0,0,105,0,0,1,0,0,1,0,2,0,1,11,15,0,1,0,2,5,3,0,0,0,0,0,0,0,1,0,3,0,3,0,3,19,0,1,1,2,0,0,22,2,0,0,0,0,0,0,5,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,164,0,0,0,12,0,1,0,0,0,0,0,0,5,4,0,1,0,0,0,3,138,0,0,2732,1,0,2717,6,4,0,0,0,4,0,0,0,27,16,0,0,0,0,11,0,0,0,0,0,0,0,0,2
33,24588,22379,9,0,175,0,0,69,0,267,65,7728,193,0,0,95,829,7,0,3,5,4970,399,0,17,0,112,12,0,0,268,110,1874,0,7,5,4,289,31,4836,0,0,426,1,3,9,1,0,1,1,4,0,5,56,35,4,5,1,5,26,0,1,0,0,2,2,0,0,0,0,7,0,9,4,17,49,0,8,5,5,0,0,130,14,6,0,0,0,0,0,6,0,0,0,4,0,78,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,0,1,14,0,0,0,1,1,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,3,0,6,2,1,27,1,0,0,0,0,493,0,1,1,81,0,0,1,0,0,0,1,0,15,14,0,1,0,0,0,3,375,0,0,1114,6,23,953,6,2,0,0,8,115,0,0,1,97,66,3,0,0,0,22,0,1,0,0,5,0,0,0,1
34,47663,42676,69,0,213,0,0,158,0,210,73,13895,325,2,1,431,1557,14,2,5,1,7731,888,0,41,0,102,80,0,0,259,42,7202,0,0,36,36,971,12,8320,0,0,744,2,1,3,8,8,5,1,6,0,5,62,68,8,8,1,16,36,7,4,0,0,1,2,0,0,8,0,17,1,15,5,21,103,0,37,2,7,0,0,174,72,17,0,0,0,0,1,8,0,0,2,1,1,202,7,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,11,6,0,0,4,17,2,0,0,2,0,0,4,12,0,1,0,20,0,14,2,1,0,1,0,0,0,1,0,6,2,17,58,1,1,2,2,0,938,3,0,0,105,3,4,12,0,3,2,0,2,12,33,0,0,0,0,0,3,756,0,0,2931,11,12,2281,2,11,2,0,9,598,0,1,4,160,111,4,0,0,0,39,0,2,0,4,0,0,0,0,12
35,14953,14077,14,0,36,0,0,67,0,85,47,2902,129,0,2,36,334,3,0,0,0,5358,773,0,12,0,61,11,0,0,307,10,1500,0,1,0,4,131,6,2248,0,0,208,0,0,3,3,1,0,1,2,1,1,24,14,1,0,1,4,10,0,0,0,0,0,2,0,0,0,0,1,2,2,3,8,22,0,16,5,2,0,0,56,18,0,1,0,0,0,1,0,0,0,0,3,0,31,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,2,2,8,0,0,0,0,1,426,0,0,0,45,3,0,0,0,0,0,0,0,6,5,3,0,0,1,0,0,363,0,0,164,9,4,119,2,2,1,0,0,27,0,0,0,47,33,1,0,0,1,7,0,2,1,1,0,0,0,1,0
36,5500,5006,17,0,52,0,0,37,0,100,4,2027,58,0,0,51,252,1,0,2,0,316,27,0,11,0,29,43,0,0,51,28,691,0,0,3,1,119,2,1084,0,0,132,0,1,0,0,0,0,0,0,1,4,14,15,0,1,0,3,4,0,1,0,0,0,1,0,0,1,0,2,1,1,0,12,20,0,3,6,0,0,0,28,9,0,0,0,0,0,0,1,0,0,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,1,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,30,0,1,0,0,0,208,0,0,0,49,0,0,2,0,1,0,0,0,4,10,0,0,0,0,0,0,142,0,0,68,4,1,35,1,8,0,0,1,13,0,0,5,38,22,1,1,0,0,8,0,4,0,1,0,0,0,1,1
37,11290,10209,0,0,140,0,0,33,4,283,3,3909,86,0,0,42,625,2,0,0,0,849,60,0,134,0,45,11,0,0,193,36,1687,0,0,0,4,140,5,1918,0,0,186,0,2,0,2,0,0,0,4,0,0,28,12,2,1,0,11,23,1,1,0,0,0,0,0,0,0,0,5,1,6,3,6,7,0,14,4,4,0,0,40,6,0,0,0,0,2,0,0,0,0,0,1,0,31,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,2,1,0,0,1,5,0,0,3,0,0,1,0,0,0,0,0,0,0,4,2,0,0,2,0,0,208,0,0,0,39,0,1,0,0,0,0,0,0,6,3,1,0,1,1,0,0,156,0,0,616,5,10,177,0,10,1,0,1,412,0,0,0,37,23,1,0,0,0,12,0,0,1,0,0,0,0,0,3
38,11122,10281,0,0,43,0,1,18,0,106,9,4248,134,0,0,67,424,3,1,3,0,1206,126,0,4,0,50,13,0,0,123,16,1602,0,0,6,5,156,4,1912,1,0,195,0,2,2,2,3,0,1,1,1,4,30,19,0,0,0,4,11,0,0,0,0,0,2,0,0,2,0,4,2,2,0,4,18,0,16,2,2,0,0,54,4,1,0,0,0,0,0,1,0,0,0,1,0,48,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,3,0,5,0,4,0,0,3,1,0,1,1,0,0,1,0,0,10,4,4,0,1,0,0,0,254,1,0,0,34,1,2,3,0,0,0,0,1,8,5,0,0,1,0,0,1,197,0,0,276,7,4,211,0,2,9,0,9,32,0,0,2,66,41,0,0,0,0,25,0,0,0,0,0,0,0,0,2
39,4127,3704,0,0,45,0,0,38,1,69,6,1225,53,0,0,55,261,6,0,0,0,517,42,0,0,0,12,12,0,0,64,9,681,0,0,1,3,68,1,535,0,0,115,0,0,1,1,0,0,1,2,0,0,15,6,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,4,0,2,1,5,6,0,5,4,1,0,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,1,0,0,0,1,182,0,0,0,31,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,1,143,0,0,30,3,0,20,0,2,0,0,1,4,0,0,0,63,45,0,0,0,0,13,0,0,0,0,4,1,0,0,0
40,68573,63213,120,0,497,1,6,347,1,243,952,19609,980,2,2,388,996,52,1,8,5,15570,1282,1,18,0,204,199,7,1,5477,210,4842,0,50,22,66,730,34,10273,1,16,1856,7,9,26,8,9,2,8,7,1,11,243,143,8,9,3,22,90,10,6,0,0,1,5,0,1,4,3,57,7,39,9,91,218,0,69,64,28,0,0,506,88,23,1,1,0,2,4,5,0,0,2,6,0,521,12,0,1,10,0,0,0,15,0,1,1,2,20,0,0,1,18,0,0,0,1,40,0,7,1,4,3,0,22,8,5,5,1,59,1,5,32,2,0,0,0,0,0,15,0,11,15,18,177,1,2,4,0,1,1903,2,1,0,263,9,13,12,0,8,3,0,7,27,85,7,0,0,0,0,3,1463,0,0,666,34,14,320,17,34,8,1,18,213,0,1,6,401,249,6,0,0,0,134,0,2,2,2,3,0,1,2,13
41,5516,5180,21,0,59,0,2,78,0,61,158,1285,69,0,0,8,496,0,0,0,0,684,72,0,4,0,24,3,0,0,295,18,618,0,0,0,2,88,1,1130,0,4,90,0,1,0,4,3,1,1,1,0,1,8,4,2,1,0,1,6,0,0,0,0,0,4,0,0,1,0,2,1,2,1,10,7,0,3,1,0,0,0,22,1,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,2,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,2,5,0,0,0,0,1,145,0,1,0,12,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,121,0,0,42,1,0,27,2,7,2,0,0,3,0,0,0,36,29,3,0,0,0,4,0,0,0,0,0,0,0,0,1
42,11198,8844,2,0,118,0,0,25,2,353,66,2559,166,0,0,133,372,6,0,0,0,1222,50,0,4,0,18,16,0,0,302,4,1592,0,2,0,3,95,7,1727,0,0,1428,0,10,3,17,9,24,15,4,212,78,38,42,3,8,0,6,36,2,6,0,0,118,178,0,0,0,0,36,5,80,60,157,32,0,9,12,1,0,0,82,122,0,0,0,0,0,15,4,0,0,0,4,0,119,0,1,0,2,0,0,0,11,0,0,0,0,2,0,0,0,8,5,0,0,0,16,0,0,0,1,0,0,0,0,0,1,1,8,0,4,0,0,0,3,0,0,0,2,0,0,3,15,33,0,3,0,0,0,642,1,0,0,58,1,1,0,0,0,1,0,57,9,10,4,0,0,0,0,1,499,0,0,67,2,0,39,1,4,4,1,1,14,0,1,0,71,45,0,0,0,0,24,0,0,0,0,1,0,0,1,27
43,12453,11513,25,0,145,0,2,78,0,235,54,3918,261,0,0,39,280,12,1,3,1,983,62,0,3,0,43,27,1,2,261,59,1849,0,1,6,15,205,14,2928,0,0,292,0,4,3,4,0,0,2,0,0,1,39,23,2,1,0,8,18,1,0,0,0,0,0,0,1,1,0,5,1,5,2,26,15,1,6,4,4,0,0,103,4,4,1,0,0,0,0,2,0,0,0,0,1,74,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,6,0,0,0,1,0,0,3,0,0,0,0,11,0,0,3,0,0,7,0,0,0,8,0,0,3,8,16,0,0,1,0,0,407,0,0,1,61,1,0,1,0,0,1,1,0,7,13,0,0,0,0,0,1,320,0,0,74,2,1,55,2,3,0,0,1,6,0,1,3,89,56,0,0,0,0,22,0,2,0,1,6,0,0,2,4
44,11362,10315,32,1,100,0,3,118,1,141,180,3006,151,0,0,105,638,14,1,0,0,2059,146,0,9,1,40,51,0,1,221,39,1294,0,1,0,18,357,4,1581,2,0,355,0,5,1,3,0,0,2,4,1,9,19,19,0,5,0,4,12,3,2,0,0,1,2,0,0,1,0,9,9,5,3,8,26,0,9,5,6,0,19,64,2,93,0,2,0,1,0,0,0,0,1,0,0,87,1,0,4,6,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,18,1,0,0,0,0,0,5,0,0,3,0,13,0,1,4,0,1,0,0,0,0,3,0,1,5,5,6,1,0,1,0,1,394,1,0,0,52,2,0,1,0,1,3,2,1,4,25,0,0,0,0,0,1,301,0,0,90,6,2,49,0,1,1,3,1,25,0,1,1,121,58,13,0,1,1,25,0,0,0,1,9,0,1,12,0
45,5367,4796,88,0,137,0,0,12,0,81,8,1407,48,0,0,28,388,1,0,0,0,550,13,0,2,0,15,20,0,0,147,45,653,0,0,1,5,72,1,1074,0,0,148,0,0,2,0,1,0,0,1,0,2,12,9,0,0,0,4,12,0,0,0,0,0,1,0,0,0,0,3,0,2,1,13,12,0,2,2,4,0,0,58,5,0,0,0,0,0,1,1,0,0,0,0,0,58,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,2,1,0,0,0,5,0,2,5,0,0,0,0,0,0,9,0,0,1,11,11,1,0,0,0,0,259,0,0,0,50,1,4,1,0,0,0,0,0,8,5,1,0,0,0,0,2,187,0,0,45,0,4,28,0,4,2,0,0,6,0,1,0,60,40,1,1,0,0,15,0,0,0,0,3,0,0,0,1
46,8364,7529,9,0,34,0,1,36,0,96,23,2264,157,0,0,18,209,3,0,2,0,489,40,0,2,0,31,12,0,0,161,43,1857,0,0,2,3,83,4,1950,0,0,250,1,2,1,2,3,0,1,4,0,0,30,24,1,0,0,6,12,4,0,0,0,0,1,0,0,0,0,10,0,12,1,9,10,0,10,7,3,0,0,87,4,0,0,0,0,0,0,5,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,0,1,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,1,1,4,19,0,0,0,0,0,357,0,4,0,51,2,1,1,0,1,0,0,2,7,5,0,2,0,0,0,0,281,0,0,102,6,1,72,0,1,2,1,4,13,0,0,2,62,36,3,0,0,3,15,0,3,0,2,0,0,0,0,9
47,14599,10193,55,0,70,0,0,51,0,23,88,2189,806,1,0,309,493,23,0,10,1,1222,26,0,15,0,62,32,0,4,1614,29,1931,0,0,1,27,137,12,958,1,3,833,0,5,17,6,1,1,4,5,1,4,120,84,6,10,0,19,50,48,19,0,0,1,2,0,0,1,0,16,3,25,4,16,68,0,44,22,15,0,0,196,9,1,0,0,0,1,1,6,0,0,0,1,1,125,1,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,7,0,0,0,1,0,1,7,0,8,0,2,18,0,2,2,4,0,0,0,0,0,1,1,2,1,17,20,2,9,8,0,0,2672,1,1,0,137,3,3,1,1,0,0,0,0,9,24,0,0,0,0,0,1,2491,0,0,643,62,8,311,3,13,0,0,2,244,0,0,0,123,72,8,0,0,1,35,0,2,2,1,1,0,1,0,10
未定・不詳,2827,1967,1,0,14,1,0,17,0,7,62,354,194,0,0,32,112,2,4,0,0,289,16,0,4,0,14,19,0,0,20,5,403,0,9,0,5,73,29,280,0,1,401,0,4,2,0,0,0,1,9,0,3,127,61,2,0,1,5,12,5,0,0,1,0,1,0,0,1,0,4,4,5,1,5,21,0,11,6,3,0,0,84,5,14,0,0,0,0,0,2,0,0,0,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,247,0,0,0,50,0,1,0,0,3,0,1,0,1,13,0,0,0,0,0,0,178,0,0,104,8,2,82,0,3,0,0,1,4,0,0,4,87,60,0,0,0,0,26,0,0,1,0,0,0,0,0,1
