都道府県,総数,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,セルビア,モンテネグロ,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
27,203686,191159,38,1,119,1,2,159,2,54,219,50193,3150,1,1,903,1458,179,2,37,14,119849,0,45,4,407,211,1,3,1019,253,6104,2,96,17,131,1873,154,4455,1,1,3232,4,30,39,40,20,7,9,27,3,34,434,230,15,31,1,53,221,16,10,1,1,7,7,0,0,6,3,54,11,62,27,149,382,0,149,86,63,0,11,829,98,24,1,7,4,4,13,4,2,3,0,0,616,6,0,2,11,0,0,7,15,0,0,2,0,10,1,0,108,2,1,1,7,34,0,0,6,7,0,29,1,3,1,1,144,0,1,8,2,0,26,0,0,20,3,24,4,17,102,1,3,3,2,1,3389,1,2,0,656,4,12,11,0,3,8,4,2,21,120,0,4,1,0,0,3,2536,0,1,4241,35,157,2712,30,109,5,0,25,1146,3,3,16,993,747,10,0,4,2,212,0,2,1,2,8,1,0,4,56
28,96493,86662,37,0,71,0,0,64,1,20,119,23708,975,1,0,1480,728,66,4,28,6,48778,1,126,20,174,70,7,2,618,177,3499,0,24,25,126,706,58,4935,3,5,2306,2,15,37,26,6,2,5,36,2,43,303,229,24,12,6,54,118,20,6,0,0,3,4,0,0,2,2,48,49,44,32,47,212,0,84,47,64,2,1,621,54,11,3,2,1,0,8,3,0,16,0,0,308,15,0,0,10,0,0,1,11,0,0,0,0,3,0,0,27,2,1,0,3,6,0,3,4,1,0,18,0,3,2,1,75,0,0,3,0,0,3,0,1,16,0,12,17,15,46,3,3,3,0,0,2788,1,0,0,468,3,9,14,0,1,7,1,3,18,54,3,2,1,0,0,4,2199,0,0,3759,52,104,2613,13,35,11,0,35,883,0,1,12,615,435,2,1,1,2,167,0,1,5,1,0,0,0,0,55
29,11182,9508,7,0,37,0,0,37,2,8,29,3334,210,0,1,56,163,19,0,0,0,4278,0,7,0,48,23,0,0,114,36,652,0,1,0,11,192,7,236,0,0,333,1,4,6,2,0,1,1,0,1,3,43,34,0,3,0,7,19,2,2,0,1,0,1,0,0,0,0,2,7,9,3,11,27,0,26,5,9,0,0,90,8,0,0,0,0,3,1,0,0,1,0,0,48,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,5,1,1,1,0,0,1,0,0,1,0,1,1,9,7,0,0,0,0,0,428,0,0,0,70,3,0,4,0,3,0,0,5,1,19,2,0,0,0,0,0,321,0,0,783,2,40,507,5,12,2,0,2,211,0,0,2,80,47,2,0,0,1,26,0,2,0,0,2,0,0,0,2
30,5805,5332,0,0,6,0,0,5,0,5,1,1404,58,0,0,27,82,3,0,1,0,2576,0,5,0,27,7,0,0,27,3,586,0,0,1,3,410,6,89,0,0,134,0,0,3,1,1,0,0,2,0,3,22,7,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,2,12,0,2,12,0,5,1,2,0,0,39,9,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,196,0,0,0,22,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,167,0,0,86,2,0,69,0,0,0,0,0,13,0,0,2,44,29,0,0,0,0,15,0,0,0,0,0,0,0,0,3
31,3866,3538,0,0,4,0,0,9,0,4,4,1426,28,0,0,25,59,0,0,1,0,1190,0,2,0,21,22,0,0,9,24,470,0,0,0,2,106,1,131,0,0,100,0,1,2,0,1,0,0,0,0,1,9,3,2,3,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,7,31,0,1,0,1,1,0,27,1,0,0,0,0,0,2,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,1,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,1,4,20,0,0,1,0,0,112,0,0,0,22,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,84,0,0,23,2,1,16,1,1,1,0,1,0,0,0,0,23,12,0,0,0,0,10,0,0,0,1,0,0,0,0,0
32,5493,4018,6,0,3,0,0,42,0,4,14,1990,12,0,0,15,105,0,0,0,1,817,0,1,0,7,16,0,0,9,4,851,0,0,0,4,36,0,81,0,0,82,0,0,1,0,0,4,0,2,0,2,6,9,0,0,0,4,3,2,0,0,0,0,0,0,0,1,0,2,2,0,0,3,18,0,2,0,1,0,0,17,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141,0,0,0,14,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,120,0,0,1221,0,0,1213,0,2,0,0,2,4,0,0,0,19,10,0,0,0,0,9,0,0,0,0,0,0,0,0,2
33,20478,18470,6,0,15,0,0,47,0,35,19,8948,119,0,0,63,409,4,0,3,1,5890,0,8,0,123,14,0,0,115,63,1414,0,10,5,6,136,27,990,0,0,346,0,2,6,1,0,0,1,4,0,9,29,28,1,4,1,4,10,0,1,0,0,0,0,0,0,0,0,8,0,14,1,14,56,0,5,4,4,0,0,108,15,6,0,0,0,0,6,0,0,4,0,0,56,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,1,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,4,0,3,0,0,25,0,0,0,0,0,433,0,0,0,91,0,0,1,0,1,0,1,1,9,7,0,0,0,0,0,1,321,0,0,1076,7,20,893,5,2,0,0,8,140,0,0,1,93,65,2,0,0,0,25,0,1,0,0,0,0,0,0,4
34,38254,33106,5,0,26,0,0,83,1,59,75,14141,133,1,2,197,784,14,1,2,4,9792,0,46,1,85,48,0,0,168,26,5035,0,3,22,18,659,7,1668,0,0,674,1,2,3,12,8,7,3,7,1,4,44,62,0,5,1,17,24,0,7,0,0,1,4,0,0,7,0,8,2,11,3,23,78,0,33,4,11,0,0,183,83,2,0,0,1,1,6,0,0,1,3,1,145,2,0,1,3,0,0,0,2,0,0,0,0,2,0,1,10,1,0,0,0,20,1,0,0,0,0,1,1,0,2,0,12,0,2,0,1,0,0,0,0,5,0,1,0,17,56,0,3,1,0,0,822,0,0,1,119,0,1,8,0,2,1,1,4,10,14,0,0,1,0,0,0,660,0,0,3334,10,12,2668,1,10,2,0,13,608,0,1,9,160,94,1,0,0,0,55,0,4,0,2,3,0,0,1,13
35,13401,12576,5,0,2,0,0,37,0,3,8,3497,66,0,2,52,273,5,0,1,0,7017,0,7,0,65,11,0,0,64,6,970,0,0,0,10,104,8,363,0,0,197,0,2,0,4,2,0,0,1,4,2,11,11,0,0,0,3,9,0,0,0,0,0,0,0,1,0,0,5,2,2,1,11,26,0,18,3,1,0,0,61,13,0,1,0,0,0,0,0,0,3,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,3,1,8,0,0,0,0,0,398,0,0,0,43,3,0,1,0,0,0,0,0,4,5,2,0,0,0,0,0,340,0,0,168,2,1,125,2,4,1,0,3,30,0,0,0,32,20,1,0,0,1,8,0,0,1,0,0,0,0,1,1
36,4953,4477,1,0,9,0,0,19,1,2,6,2871,22,0,0,25,142,2,0,2,0,368,0,1,0,38,63,0,0,28,12,638,0,0,2,0,90,1,134,0,0,117,0,1,1,2,1,0,0,0,0,2,6,11,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,2,13,19,0,3,3,0,0,0,31,6,3,0,0,0,0,1,0,0,1,0,0,71,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,2,0,0,0,4,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,9,41,0,1,0,0,0,191,0,0,0,45,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,142,0,0,58,0,1,41,1,3,0,0,1,11,0,0,0,38,28,1,0,0,0,8,0,0,0,0,0,0,0,1,1
37,8356,7289,3,0,10,0,0,30,0,132,7,3902,36,0,0,42,314,3,0,0,0,1004,0,73,0,24,5,0,0,94,22,1216,0,0,1,0,165,2,204,0,0,180,0,2,0,3,0,0,0,3,0,0,20,12,0,2,0,7,25,1,0,0,0,0,0,0,0,0,0,2,1,2,1,4,13,0,21,0,4,0,0,51,5,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,4,0,0,203,0,0,0,33,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,162,0,0,627,7,6,218,0,4,1,0,0,391,0,0,0,31,20,0,0,0,0,9,0,1,1,0,0,0,0,0,1
38,8838,8135,0,0,3,0,1,11,0,21,7,4723,55,0,0,69,238,1,0,2,0,1447,0,3,0,34,8,0,0,70,18,945,0,2,1,4,109,4,359,0,0,171,0,1,4,2,5,3,0,1,0,1,19,14,0,0,0,5,5,0,0,0,0,1,1,0,0,4,0,2,0,1,0,4,13,0,18,2,3,0,0,54,3,2,0,0,0,0,1,0,0,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,1,3,0,1,4,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,3,3,4,0,0,0,0,0,241,1,0,0,45,0,1,2,0,0,0,0,1,6,4,0,0,0,0,0,1,180,0,0,196,3,3,139,1,2,17,0,2,29,0,0,0,63,39,0,0,0,0,24,0,0,0,0,0,0,0,0,1
39,3327,2958,0,0,5,0,0,25,1,5,4,1248,32,0,0,30,172,2,0,0,0,636,0,1,0,12,5,0,0,19,10,544,0,0,0,3,48,0,156,0,0,95,0,0,2,0,0,0,0,2,0,0,9,5,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,7,2,0,3,4,0,0,0,47,1,0,1,0,0,0,0,0,1,1,0,0,25,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,163,0,0,0,24,0,1,3,0,0,0,0,3,1,3,0,0,0,0,0,0,128,0,0,29,1,0,19,0,2,0,0,1,6,0,0,0,57,39,0,0,0,0,15,0,1,0,0,2,0,0,0,0
40,54275,49759,70,5,68,2,2,178,0,32,156,20519,455,2,0,231,652,51,2,12,4,17896,0,19,0,218,105,4,1,2250,143,3820,0,1,12,53,386,21,2377,1,11,1576,6,11,26,5,8,2,6,6,0,8,182,117,9,9,3,18,69,6,2,0,0,2,3,0,0,7,1,42,5,33,9,90,221,0,63,34,20,0,0,435,69,24,1,1,3,3,10,0,0,6,1,0,350,7,0,0,6,0,0,0,7,0,1,0,0,9,0,0,12,0,0,0,0,16,2,1,1,1,2,16,7,5,0,0,56,2,3,12,1,0,8,0,0,6,1,7,8,22,126,0,4,1,0,0,1589,2,1,0,245,7,6,11,0,3,4,0,8,20,53,3,0,0,0,0,5,1221,0,0,649,36,21,310,10,23,8,1,13,223,0,0,4,341,214,6,0,0,1,112,0,5,0,1,0,0,0,2,11
41,4353,4052,14,0,2,0,0,59,0,1,29,1690,19,0,0,10,249,2,0,1,0,827,0,0,0,35,2,0,0,180,0,503,0,0,1,2,52,2,368,0,4,95,0,1,1,5,3,0,1,2,0,0,6,2,0,0,1,6,5,0,0,0,1,0,2,0,0,1,0,0,1,1,0,10,3,0,5,1,1,0,0,34,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,138,0,1,0,18,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,113,0,0,22,0,0,15,2,2,1,0,0,2,0,0,0,37,26,2,0,0,0,9,0,0,0,0,0,0,0,0,0
42,7535,6486,2,0,17,0,0,37,0,10,15,3168,70,0,0,54,123,1,0,0,0,1288,0,3,0,17,8,0,0,211,1,818,0,0,1,3,89,8,542,0,0,304,0,0,1,0,3,2,1,3,1,2,21,6,0,8,0,7,13,1,7,0,0,0,0,0,0,0,0,18,15,8,6,23,50,0,3,3,3,0,0,92,3,0,0,0,0,0,2,0,0,0,0,2,91,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,0,0,20,0,0,1,2,0,1,0,0,0,1,8,0,0,0,0,0,7,0,0,1,0,0,1,5,37,0,0,0,0,0,537,0,0,0,44,2,0,0,0,1,1,0,2,3,13,0,0,0,0,0,7,464,0,0,45,2,2,28,2,2,0,1,2,5,0,1,0,65,44,0,0,0,0,19,0,0,0,0,1,0,0,1,7
43,9291,8400,3,1,9,0,2,62,0,6,31,4693,128,0,0,41,195,9,0,2,2,1113,0,5,0,23,14,1,2,97,31,1328,0,12,0,14,158,7,411,0,0,271,0,0,1,2,0,0,2,0,0,6,27,19,0,0,0,6,14,9,0,0,0,1,0,0,0,0,0,5,2,5,2,29,19,0,4,3,4,0,0,101,6,2,1,0,0,0,1,0,0,0,0,0,70,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7,0,1,0,1,0,1,0,0,8,0,1,3,7,31,0,0,0,0,0,387,0,0,1,56,0,0,0,0,0,2,1,0,3,9,0,0,0,0,0,0,315,0,0,71,2,1,51,2,1,0,0,1,8,0,1,4,82,52,0,0,0,0,21,0,2,0,1,6,0,0,0,10
44,9798,8841,9,1,39,0,3,49,2,10,86,3844,112,0,0,48,289,19,0,1,0,2358,1,3,0,32,31,0,0,173,33,955,0,13,0,19,265,5,441,0,0,317,0,1,2,2,0,0,4,5,2,1,25,17,0,2,1,6,16,18,2,0,0,0,4,0,0,1,0,4,10,4,2,8,27,0,11,4,1,1,16,63,1,51,3,0,0,0,0,0,0,0,2,0,79,0,0,11,2,0,0,0,1,0,0,0,0,7,0,0,14,0,0,0,0,8,0,0,1,0,0,1,0,0,3,0,5,0,0,3,2,0,0,0,0,2,0,1,1,8,4,0,0,5,0,0,366,0,0,0,57,1,2,2,0,0,1,0,1,1,16,1,0,0,0,0,1,282,0,1,103,8,2,58,1,1,3,1,1,27,0,1,0,92,58,4,0,0,0,19,0,3,0,1,6,1,0,0,0
45,4207,3646,22,0,3,0,0,14,0,12,5,1857,24,0,0,34,296,0,0,2,1,630,0,2,0,11,9,0,0,35,22,564,0,0,0,3,37,1,62,0,0,159,0,1,1,0,0,0,0,1,0,2,7,11,1,0,0,3,13,0,0,0,0,0,0,0,0,0,0,1,0,2,0,13,8,0,8,3,4,0,0,70,6,2,0,0,0,1,1,0,0,0,0,0,42,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,9,15,0,0,1,1,0,252,0,0,0,49,1,0,0,0,0,0,0,0,1,9,1,0,0,0,0,1,189,1,0,48,0,4,30,0,6,2,0,0,6,0,0,0,60,45,0,1,0,0,13,0,0,0,1,0,0,0,0,0
46,6350,5624,4,0,19,0,0,32,0,0,15,2948,98,0,0,14,123,5,0,2,0,537,0,1,0,34,9,0,0,43,34,1420,0,0,1,4,72,3,206,0,0,216,1,3,1,1,3,0,1,2,0,1,21,23,0,1,0,5,8,0,6,0,1,1,0,0,0,0,0,9,1,5,1,9,5,0,9,3,4,0,0,83,5,0,0,0,0,0,3,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,3,2,0,0,0,0,1,6,1,0,0,0,4,0,0,1,0,0,1,0,0,3,0,2,1,3,11,0,0,0,0,1,343,0,2,0,56,1,1,0,0,1,0,0,1,1,8,0,0,0,0,0,0,272,0,0,54,5,2,25,1,2,0,0,7,11,0,0,1,58,32,1,0,1,3,15,0,0,0,1,4,1,0,0,10
47,9740,6080,16,0,26,0,0,60,0,3,38,1660,299,0,0,290,203,20,5,4,5,775,0,14,0,38,23,0,3,500,27,1596,0,2,1,24,96,9,341,1,1,539,1,5,10,6,1,2,2,3,2,3,73,62,3,6,0,23,23,0,1,0,0,0,3,0,0,1,3,10,1,8,2,13,56,0,28,17,18,0,0,148,3,0,0,0,0,0,2,0,0,0,0,0,90,1,0,2,1,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,3,0,3,1,1,0,3,0,10,0,0,14,0,4,1,0,0,5,0,0,8,0,0,0,11,6,1,4,3,0,0,2299,2,0,0,98,3,2,0,0,1,0,1,0,5,18,1,0,0,0,0,1,2167,0,0,587,62,7,244,3,8,0,0,2,261,0,0,0,129,73,10,0,0,2,35,0,0,2,0,2,1,1,3,16
未定・不詳,3945,3090,3,1,6,0,0,3,0,1,15,357,176,0,0,100,54,4,0,0,0,2033,0,2,0,30,6,0,0,14,6,90,8,2,0,6,55,3,115,0,0,324,0,3,2,0,0,0,0,8,0,2,109,52,2,1,0,1,9,0,0,0,0,0,1,0,0,0,1,0,8,4,4,2,22,0,6,12,2,0,0,67,5,0,1,0,0,0,0,0,0,0,0,0,41,1,0,1,4,0,0,0,1,0,0,0,0,3,0,1,3,2,0,0,0,1,0,2,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,5,6,0,0,0,1,0,296,1,0,0,37,1,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,247,0,0,119,2,2,76,2,3,7,0,1,20,0,4,2,74,51,0,0,0,0,21,0,1,1,0,0,0,0,0,1
